Age,Gender,Income,Credit Score,Loan Amount,Years at Current Job,Debt-to-Income Ratio,Assets Value,Number of Dependents,Risk Rating
27,Non-binary,,754,,7,0.239823308,214557,2,Medium
59,Female,94279,,49827,6,0.202377357,68073,0,Medium
57,Male,113260,655,28094,18,0.501227298,,3,Low
19,Female,33898,601,28933,16,0.113083915,,2,Medium
55,Male,52919,699,47283,14,0.523999475,299435,4,High
38,Female,117098,733,39836,16,0.509798465,215328,,Medium
33,Male,83303,712,23883,4,0.41075184,117508,1,Low
24,Male,21238,731,34171,4,0.515971995,75887,,Low
45,Female,,694,49724,3,0.257389645,,3,Medium
28,Female,109624,771,16036,1,0.152826692,95754,2,Medium
67,Male,48223,606,15318,13,0.350578947,214246,4,Low
45,Female,100821,608,25392,9,0.186020749,186780,4,Low
62,Non-binary,71726,658,27097,12,0.554995048,123775,0,Low
54,Non-binary,111760,707,36786,17,0.126646749,52120,0,Medium
64,Female,81572,,11684,8,0.145390043,74713,3,Low
29,Non-binary,65537,713,,7,0.134150202,69109,1,Low
61,Non-binary,73942,620,,16,0.275224834,108502,,Low
29,Female,100123,603,46735,6,0.234113208,65712,,Low
51,Male,107171,763,45955,8,0.502590674,258221,1,Low
51,Male,36756,646,39884,16,0.244589366,68595,2,Low
36,Male,43600,,40557,5,0.473770806,,1,Medium
25,Female,33286,628,10647,16,0.593963842,,1,Low
21,Non-binary,106940,721,43381,13,0.468084508,68461,1,Low
32,Female,36150,614,47080,3,0.383432349,280243,0,Medium
45,Male,22751,776,48368,7,0.18131963,139323,4,Medium
25,Female,,675,25392,2,0.275595032,61857,1,Low
41,Male,114897,724,33782,19,0.100727342,203813,2,Low
25,Male,102176,604,28933,8,0.468058725,140628,4,Medium
68,Non-binary,94676,709,27727,7,0.37040874,233292,1,Low
54,Female,96230,730,,4,0.298507266,174250,1,High
37,Non-binary,83474,779,37611,2,0.250502633,177110,3,Low
27,Female,74334,790,,15,0.338977162,160387,,Medium
58,Male,30596,,48782,3,0.304205209,219451,1,Low
40,Non-binary,91942,,17130,9,0.278952239,231056,0,Low
60,Male,108444,662,40153,19,0.142010326,175005,,Low
52,Female,110341,707,32742,9,0.487182226,206337,3,Medium
31,Female,,,48743,0,0.240110329,183676,0,Medium
48,Female,72563,756,15115,12,0.45234732,135455,3,Medium
18,Non-binary,,614,36117,16,0.587479711,120474,4,Low
44,Female,,655,24935,12,0.26100839,60470,,Medium
46,Female,109049,705,,6,0.406229335,112323,3,High
35,Female,72105,654,23126,12,0.457952856,,4,Low
22,Male,117552,669,34394,18,0.392459515,227939,1,Low
52,Non-binary,98950,678,,9,0.541456383,186735,,Low
52,Male,42787,613,,11,0.418718368,275632,0,Low
45,Female,,749,7380,14,0.32619568,113701,1,Low
34,Non-binary,78609,781,44820,8,0.26252993,177433,,Low
62,Female,97332,716,,9,0.408872951,,4,Low
20,Non-binary,30977,628,44603,12,0.417672312,,1,Low
40,Non-binary,23194,644,18194,2,0.318496764,230545,4,Low
55,Non-binary,69630,,17261,4,0.493440078,,1,Medium
53,Non-binary,112776,,27814,18,0.485846405,247189,4,Low
19,Female,110139,747,13655,11,0.132462359,154531,3,Medium
60,Male,,785,31939,1,0.287946048,,,Low
58,Female,87158,761,45577,1,0.25920364,148901,,Low
40,Non-binary,79439,748,41826,13,0.405970824,49315,1,Medium
23,Non-binary,58624,,,7,0.497709416,208198,3,Medium
68,Female,49672,635,,6,0.338355707,226023,4,Low
53,Male,109082,665,,12,0.160460187,45806,0,Low
59,Female,25591,792,,8,0.457485742,110440,,Medium
55,Female,105662,730,32440,17,0.547985285,243369,2,Medium
43,Male,111118,654,46199,1,0.481644749,274277,3,Low
19,Non-binary,86231,677,39315,6,0.524104208,21265,4,Medium
64,Male,27014,780,36704,18,0.218801819,181585,3,Low
44,Non-binary,96151,608,,2,0.308626933,60729,,Low
19,Male,,780,7993,10,0.474783032,89712,3,Medium
53,Non-binary,117379,,8562,9,0.148913475,253074,1,Low
19,Non-binary,84042,792,,9,0.260954008,225631,0,Medium
59,Male,100221,660,,16,0.51030847,,,Low
24,Male,32291,776,28968,3,0.398336078,235595,,Medium
56,Female,48214,610,8303,15,0.491875785,,1,Low
31,Non-binary,46269,616,35767,7,0.104931918,272146,0,Low
65,Female,67259,652,33364,16,0.354087841,,1,Low
63,Female,44667,796,24173,17,0.517714268,28982,4,Low
35,Non-binary,103748,704,41146,2,0.274006835,294726,4,Medium
58,Male,26668,783,10147,0,0.315258984,38083,1,Low
34,Non-binary,96031,652,,12,0.180041914,,3,Medium
21,Male,66898,,28687,13,0.197093656,211814,1,Medium
23,Non-binary,76478,781,,10,0.396464627,164971,4,Medium
52,Non-binary,60205,783,32414,12,0.133613976,,0,Medium
21,Non-binary,98157,793,,2,0.258087852,233448,3,Low
54,Male,41725,777,31532,1,0.329581987,257918,0,Low
41,Male,117813,615,32854,13,0.266667636,268628,1,Low
46,Female,37441,642,48806,7,0.245534298,140676,3,Low
46,Non-binary,99874,779,20630,10,0.504374118,192187,1,High
67,Male,,613,11464,15,0.154276748,299444,1,Low
52,Female,47115,689,5521,10,0.291214987,165326,2,Low
52,Female,63815,663,12089,18,0.411987962,157076,1,Low
52,Non-binary,28117,777,43848,0,0.206550207,180411,2,Medium
32,Non-binary,96844,639,35997,10,0.149014858,212676,1,Medium
52,Female,30346,624,,14,0.415887196,138408,1,Low
35,Female,61482,,17230,10,0.479937667,281249,2,Medium
19,Female,,710,33173,6,0.290587586,216778,,Low
35,Male,49055,786,21916,5,0.23913224,81355,1,Medium
65,Female,,759,10472,8,0.512716566,124867,0,Medium
26,Male,,761,20553,11,0.495705236,63471,4,Low
48,Male,33487,719,,7,0.342388175,248928,,Low
51,Non-binary,,780,40150,14,0.466096322,247974,4,High
32,Non-binary,44832,786,26318,10,0.116037447,233532,0,Low
32,Female,,628,18532,14,0.447150834,32296,0,Medium
61,Female,85984,742,9671,11,0.274405449,238152,1,Low
44,Non-binary,32985,794,32122,2,0.247962581,131045,0,Low
56,Non-binary,109074,644,44069,7,0.358411596,230971,3,Medium
64,Male,24321,789,43084,8,0.460094868,214252,3,Low
60,Male,109792,763,28526,3,0.231447922,58359,1,Medium
62,Non-binary,22291,702,30633,1,0.450341044,273234,,Low
59,Non-binary,112097,711,32211,18,0.596192141,88870,2,High
18,Female,116604,,,11,0.567599009,85418,0,Medium
61,Non-binary,61983,,8160,1,0.232663683,,3,Low
47,Non-binary,115384,654,6345,16,0.19980165,93331,0,Low
68,Female,87951,681,,17,0.281643363,127013,0,Low
21,Female,37412,721,31293,7,0.506643451,46275,2,Low
22,Male,32803,,36258,12,0.33887111,230107,4,Medium
54,Female,62837,728,34794,10,0.119691062,263985,1,Low
24,Female,47563,,43145,9,0.24671567,236605,,Low
20,Male,56992,694,26150,10,0.452457034,211905,2,Low
53,Non-binary,104008,679,32669,1,0.231336187,289770,1,High
64,Male,,762,,14,0.130620223,281731,1,Low
40,Male,90270,636,41919,17,0.31211085,,,Medium
69,Female,42564,694,8679,3,0.241589861,,4,Low
21,Female,72927,,35093,14,0.467205515,291342,3,Low
50,Female,55515,717,14867,7,0.48665126,132123,2,Medium
25,Non-binary,71473,765,14855,1,0.290911627,291268,0,Low
36,Non-binary,,,7397,17,0.469009412,57731,4,Medium
28,Female,115018,789,23529,11,0.477100764,290952,3,Low
55,Male,,732,10357,12,0.309273334,67630,1,Low
38,Non-binary,,609,13704,16,0.160306687,232682,3,Medium
18,Non-binary,108644,766,45358,15,0.488016351,,0,Low
54,Non-binary,29449,683,49541,3,0.355815,260559,,Low
54,Non-binary,57078,600,,4,0.433311723,76965,4,Low
54,Female,23837,692,5389,13,0.542403857,175164,2,Medium
22,Female,25136,771,,2,0.206722124,42949,,Medium
50,Male,65097,695,9075,15,0.21071361,261860,0,Low
24,Male,67907,732,8049,12,0.147506978,74216,0,Medium
57,Non-binary,,,40993,9,0.570523425,156237,3,Low
53,Female,38405,679,,2,0.314140637,131292,4,Low
60,Non-binary,75149,733,38108,16,0.378517619,,0,Medium
43,Non-binary,62044,,40415,11,0.368345082,245308,3,Medium
45,Female,50875,636,,8,0.539824659,114013,4,Low
40,Male,60397,628,36041,17,0.420631445,,3,Medium
69,Female,30886,,32960,11,0.488030125,,,Low
37,Female,,630,48519,14,0.582281422,149597,2,Low
27,Non-binary,72181,665,22569,2,0.316120391,271732,,Low
26,Female,44838,656,19495,12,0.127790994,73852,2,Medium
62,Non-binary,113075,,,3,0.59526817,197044,,Medium
20,Female,71003,737,,0,0.436631428,181879,2,Low
26,Non-binary,111288,798,19256,15,0.397157302,194627,3,Low
22,Male,39396,666,30790,12,0.365633578,218704,,Low
43,Female,27699,656,29192,8,0.446710836,123524,4,Low
63,Male,77429,759,44021,5,0.599780541,184873,0,Low
32,Male,109680,797,26474,10,0.316092942,,0,High
38,Female,117288,794,,12,0.314001719,288035,3,Low
67,Female,28660,654,20223,2,0.192484297,260549,2,Low
39,Female,111564,687,41620,10,0.579206891,127321,1,Low
48,Male,,727,19720,3,0.155568322,219461,1,Medium
66,Male,29319,676,11747,11,0.126670385,197751,,High
25,Non-binary,,623,7658,10,0.44148173,103433,1,Medium
46,Female,39779,697,25633,1,0.133090077,178046,0,Medium
49,Male,116204,601,36592,19,0.361680715,204610,3,Low
52,Non-binary,57672,780,31363,0,0.414935758,189350,1,Low
52,Male,91441,798,15391,13,0.269128638,78039,2,Medium
43,Male,,707,33299,5,0.274881357,51646,3,Medium
55,Non-binary,45094,,13706,10,0.559709003,80063,3,Medium
61,Male,66454,789,49507,17,0.30763609,138818,,Low
52,Female,39734,641,42843,18,0.395627956,221155,3,Medium
55,Non-binary,40150,629,26281,11,0.393472778,,4,Medium
43,Female,111614,778,,3,0.411062284,298891,,Low
33,Non-binary,95019,736,27400,1,0.289618278,,1,Low
45,Female,,612,25428,10,0.325012264,96250,2,Low
42,Male,40860,642,7714,17,0.254516071,85955,0,Low
57,Female,77966,695,36901,7,0.410866531,,,Low
33,Female,55584,691,36824,15,0.371420382,238132,0,Low
35,Male,81850,711,25151,11,0.379794849,227693,1,Medium
53,Non-binary,,,,10,0.31621691,65175,2,Medium
29,Male,25900,648,,6,0.43183503,,3,Low
69,Non-binary,46467,659,,15,0.166865122,168033,4,Low
32,Non-binary,93851,667,22738,15,0.395293868,245739,3,Low
52,Male,114584,,23564,5,0.25198672,,3,Low
53,Non-binary,,609,30062,6,0.58419416,267689,3,Low
52,Female,94292,684,11596,6,0.228723523,176006,0,Low
20,Female,46485,714,13389,12,0.217857483,27421,3,Low
38,Non-binary,57822,714,6533,4,0.294871882,121972,4,Low
19,Female,76878,689,5412,17,0.546073175,203418,1,Low
18,Male,63578,681,26888,12,0.101710802,49558,2,Low
68,Non-binary,33305,,,2,0.596621608,245787,3,Low
30,Female,118329,661,11351,13,0.321535116,,4,Low
46,Non-binary,75059,712,43731,10,0.303833546,151900,0,Low
20,Female,77487,716,43574,17,0.240641568,156348,2,Medium
62,Female,75900,651,49978,3,0.264301345,24777,0,Medium
18,Male,27312,777,26528,5,0.216173485,264157,3,Low
35,Non-binary,78765,657,17624,16,0.511078543,266558,3,Low
39,Male,28078,646,34286,1,0.213329664,234021,4,Low
34,Non-binary,76210,710,14139,14,0.559238616,121547,,Low
66,Male,,616,49216,8,0.153614822,74277,2,Medium
42,Non-binary,,705,,8,0.364041195,,1,Low
30,Female,41169,724,40579,18,0.44328749,279796,3,Medium
40,Male,26503,645,23379,2,0.56013067,211168,2,Medium
55,Male,62139,646,18866,6,0.157969835,89608,0,Low
57,Female,85883,754,25813,11,0.39802659,205979,2,Low
33,Female,60875,791,9538,10,0.409812893,,1,Medium
68,Male,,,24012,5,0.320351465,,0,Low
34,Male,24858,763,46303,3,0.507676067,55385,3,Low
38,Non-binary,26858,783,11363,2,0.339070055,163920,3,Low
22,Female,58345,732,35331,13,0.44903451,120601,3,Low
31,Female,107986,777,33519,8,0.450801859,170578,3,High
28,Female,,726,39698,6,0.16329504,102460,0,Low
64,Non-binary,56232,616,13412,19,0.503807938,120505,3,Medium
29,Female,33427,614,43889,17,0.591268693,,1,Medium
21,Male,47106,679,26061,0,0.232260637,42062,3,Low
65,Female,,764,11550,18,0.492592764,237369,1,High
28,Male,47881,680,29640,12,0.184763184,242194,3,Low
56,Male,27377,764,25336,8,0.541219387,194672,1,Low
58,Female,85252,642,42477,18,0.463708396,53692,0,Low
44,Non-binary,112969,611,9306,10,0.360665804,,4,Low
45,Male,111228,709,14500,19,0.399768706,127222,1,Low
47,Female,,694,16263,12,0.521967081,291513,2,Low
40,Male,,,38436,0,0.492498448,96604,4,Low
47,Male,107091,795,47001,7,0.308272862,279238,4,Low
26,Male,,617,21919,5,0.104084501,271424,,Low
25,Male,42601,676,49106,5,0.51464156,,1,Medium
58,Female,47410,673,48704,7,0.306834265,195837,0,Low
44,Male,,780,27080,14,0.255719034,34245,3,Low
53,Female,,,7509,11,0.379303319,265513,2,Medium
25,Female,116032,738,10175,17,0.193598972,,2,Low
64,Non-binary,97395,734,21023,13,0.57080097,42195,4,Low
42,Male,117425,678,,0,0.159909172,98142,,Low
39,Non-binary,34570,763,,10,0.145320788,133668,,Medium
30,Female,98766,750,34011,5,0.383156516,204683,3,Low
54,Female,107581,666,44189,18,0.100975857,243126,1,Medium
56,Male,45046,781,7798,18,0.131550061,,1,Low
41,Male,81491,760,40031,2,0.266765242,116340,2,High
39,Female,89285,678,25265,5,0.194536861,205832,4,Low
28,Non-binary,118917,605,,16,0.132415613,84408,0,Low
21,Female,45345,612,37568,5,0.543325873,91910,0,Low
53,Non-binary,98755,714,25805,15,0.507224218,46742,4,High
26,Female,51478,768,8763,2,0.210161787,276121,2,Low
68,Male,32976,737,27312,5,0.212593344,,0,Medium
56,Female,115777,672,14572,0,0.447207022,197080,2,Low
52,Female,89205,677,43184,4,0.290029907,176816,0,Low
53,Non-binary,86686,745,25179,0,0.41998485,296629,4,Low
49,Non-binary,81262,626,23172,13,0.334860124,225260,1,Medium
41,Female,34877,752,10925,1,0.213047287,219899,,Low
52,Non-binary,71150,750,7117,14,0.388935881,80599,0,Low
31,Female,74781,,,9,0.373399761,80406,2,Low
20,Non-binary,,601,33907,0,0.168884668,270919,3,Medium
42,Female,63374,616,23323,9,0.476491116,,2,High
22,Non-binary,105411,785,19908,17,0.500362048,,4,Low
30,Female,,746,31409,14,0.377089366,206931,,Low
32,Male,65874,661,16475,19,0.475410568,291519,0,Low
47,Non-binary,75406,,11193,18,0.341562829,55682,2,Low
57,Non-binary,43659,639,16108,12,0.517863619,,0,Low
57,Non-binary,,659,20485,17,0.233870348,118268,3,Low
21,Female,80750,753,40310,6,0.326085409,201804,1,Low
35,Non-binary,68402,,34844,19,0.345635701,67879,0,Low
49,Male,22016,724,31617,6,0.346221091,295496,0,Low
43,Male,107748,681,47928,10,0.381807157,143735,4,Low
18,Non-binary,65344,724,,2,0.180532257,77683,3,Low
38,Male,34012,643,39075,16,0.582709773,,,Low
47,Male,22263,717,21376,9,0.247817729,132283,3,Low
40,Male,63774,790,34778,3,0.474315905,223709,4,Low
35,Male,,703,40523,11,0.11912785,,1,Medium
68,Non-binary,31290,723,32077,19,0.238324697,260368,,Medium
23,Non-binary,111803,660,19324,14,0.439800282,,,Low
49,Male,,,6113,8,0.56373423,54927,,Low
63,Male,118530,677,45428,19,0.36925584,,1,Low
18,Male,118550,753,17210,0,0.17219268,258358,3,High
42,Female,,758,,2,0.284311513,193666,2,Low
28,Female,21528,602,19837,10,0.32226282,93626,1,Low
39,Non-binary,24597,706,40751,8,0.560671636,276950,,Low
69,Female,78769,696,42025,16,0.385595487,233249,4,High
29,Non-binary,80664,,49647,11,0.553232107,276405,0,Low
43,Male,115758,716,,8,0.525564212,152986,3,Low
61,Non-binary,,745,27140,1,0.556636597,,0,Low
20,Male,39674,,42879,17,0.215312468,83524,2,Low
36,Non-binary,72243,615,,7,0.167102345,32150,,Low
39,Female,51645,,36386,7,0.163167105,212123,2,Low
29,Non-binary,54980,601,,8,0.366768102,66753,,Low
62,Female,108921,667,10516,15,0.351127049,255160,1,Low
51,Non-binary,59560,729,36721,0,0.144548141,126109,,Low
27,Non-binary,74820,729,27805,9,0.198040692,120306,2,Low
46,Male,,617,34014,2,0.354518656,,4,Low
22,Non-binary,28988,703,16196,7,0.286619979,241499,0,Low
19,Non-binary,27045,637,41576,9,0.543124915,111807,4,Medium
38,Female,70281,641,22585,5,0.212137844,79609,1,Low
60,Non-binary,,633,9466,19,0.481776471,42427,3,Low
43,Non-binary,48554,714,38533,4,0.142873447,147409,2,Medium
39,Male,36417,617,29487,7,0.569463351,114860,,Low
49,Female,45651,772,46555,10,0.328010095,252580,3,Medium
19,Male,89503,,6383,7,0.459234242,266339,,Medium
26,Non-binary,113676,647,36898,16,0.284045704,276782,3,Low
66,Female,98591,784,,0,0.141842932,65325,3,Low
57,Female,47397,679,,0,0.410885957,,3,Low
51,Non-binary,100631,692,41294,10,0.502691601,274344,3,Low
59,Female,29859,749,,7,0.422574778,171760,,Low
38,Non-binary,41683,705,36469,8,0.29165033,,,Low
52,Non-binary,83545,790,,3,0.350384166,72140,2,Low
26,Male,,648,42698,14,0.153043587,65712,4,Medium
23,Non-binary,56312,660,,4,0.107074522,270349,4,High
39,Non-binary,,750,46200,15,0.42434873,,4,Low
54,Male,39450,609,37945,19,0.554791636,161000,0,Low
24,Female,72164,738,41659,7,0.188690676,187510,3,Medium
56,Female,91435,621,18449,7,0.114376012,223183,2,Low
57,Female,23664,652,,4,0.544700396,254778,3,Low
68,Male,35935,743,27776,8,0.596879509,59195,1,Low
19,Male,72445,658,20020,7,0.331755166,264709,4,Medium
29,Male,115515,696,,12,0.559771355,71063,1,Medium
34,Female,,751,5859,1,0.119487243,,1,Low
65,Non-binary,30119,673,16054,5,0.391136197,,1,Low
28,Non-binary,114859,611,39283,9,0.348810976,141155,,Medium
56,Female,105553,631,42123,11,0.443177941,280850,0,Low
64,Male,43492,,12505,9,0.469365688,60718,2,Medium
43,Male,,789,18538,15,0.203850468,131509,0,Low
62,Male,86535,715,,8,0.128637133,55242,3,Low
62,Male,91880,761,35372,0,0.417561421,76724,0,Low
35,Female,29262,780,48910,4,0.463414781,292561,1,Low
39,Female,28496,776,36065,9,0.112312955,114730,0,Low
55,Male,,772,39055,10,0.152594298,209742,,Low
30,Male,,661,6401,12,0.277932785,106412,3,Low
54,Male,69060,759,26208,15,0.233388536,35169,4,High
38,Male,106755,769,20398,10,0.351889816,208920,0,Low
54,Female,104846,661,10489,10,0.168312328,90173,0,Low
54,Non-binary,97193,643,7792,14,0.382351501,223439,3,Medium
51,Male,,713,35871,4,0.178471424,88288,4,Low
58,Male,107097,,39649,11,0.575776118,252106,4,Medium
63,Non-binary,115321,629,17653,19,0.532945829,,4,High
23,Male,40156,,,7,0.237485978,,3,Low
62,Female,105172,740,41574,19,0.592851321,95611,3,Low
36,Female,109100,631,10105,16,0.501829921,147397,0,Medium
42,Male,71116,,35245,0,0.478993427,177479,3,Low
36,Non-binary,70840,722,41018,10,0.570986032,71521,4,Low
30,Non-binary,,649,,13,0.354668932,,4,High
58,Female,93524,621,23405,14,0.580546422,115320,,High
27,Female,70697,721,22622,6,0.252202757,132445,2,Medium
56,Male,,779,6819,6,0.54940011,140140,2,High
41,Male,,756,13038,15,0.119034239,,3,High
23,Male,70604,615,23134,3,0.381272482,40636,2,Low
50,Male,32651,617,8910,2,0.487945661,62243,2,High
62,Male,40615,731,5540,12,0.512723836,184809,3,Low
24,Male,97608,651,13318,8,0.388397472,85841,1,Low
20,Non-binary,,780,35101,0,0.361527748,271724,0,Medium
51,Male,,732,,19,0.178756893,161422,,High
58,Non-binary,73079,625,45869,6,0.519432039,111498,1,Low
32,Non-binary,113621,684,29988,4,0.20787645,110022,3,Medium
21,Male,40547,730,48524,15,0.444251125,195974,3,Low
42,Non-binary,,694,48551,1,0.563146431,260763,3,Low
19,Male,90683,,28885,0,0.467425659,45037,2,Low
31,Non-binary,61603,661,27804,9,0.330354158,,2,Medium
30,Non-binary,24629,647,11045,7,0.109681648,264339,3,Low
18,Male,25605,751,14785,17,0.33994669,285745,3,High
40,Male,24789,693,33765,1,0.115423248,223747,3,Low
53,Non-binary,43116,707,29988,2,0.334572251,266375,2,Low
45,Non-binary,112529,737,26488,7,0.371806888,105909,,Low
62,Male,,623,35989,17,0.170021908,128596,0,Medium
33,Female,93404,769,45080,7,0.253383558,160719,4,Low
66,Non-binary,95724,782,49400,7,0.419305418,239713,,Medium
39,Male,76042,,30223,8,0.281038363,34017,4,Medium
30,Non-binary,96970,789,,19,0.219124802,210277,0,Low
29,Male,,613,49538,14,0.493941741,106635,4,Low
22,Non-binary,,739,18153,12,0.132712693,,,Low
18,Non-binary,36756,608,13957,0,0.154814037,245075,4,High
49,Female,,689,36171,18,0.112141581,238206,4,Medium
60,Male,,793,39283,18,0.313044282,159246,3,High
60,Female,118818,657,26277,9,0.240221979,20179,1,Low
60,Male,94861,787,11094,2,0.235677748,104524,2,Low
42,Female,119242,704,9403,13,0.215705498,39226,2,Low
66,Male,79314,677,,9,0.132600394,186336,0,Low
54,Non-binary,26185,704,,13,0.230446412,108799,1,Medium
58,Male,24210,681,14227,2,0.594974542,249329,0,Medium
39,Non-binary,78841,665,30012,10,0.504003634,223191,3,Low
18,Female,117270,639,12351,1,0.16545735,186272,4,Medium
39,Non-binary,78168,700,20173,5,0.41177976,67339,1,Low
40,Female,41323,627,45691,17,0.325915227,272492,3,Medium
